arm,dev_position,stable_example_identity,pair_id,intervention_type,persistent_seed_count,stable_correct_seed_count,recurrent_persistent_within_arm,universal_persistent_within_arm,mechanism_bucket_distribution,frame_prob_mean,frame_prob_min,frame_prob_max,predicate_coverage_prob_mean,predicate_coverage_prob_min,predicate_coverage_prob_max,sufficiency_prob_mean,sufficiency_prob_min,sufficiency_prob_max,entitlement_prob_mean,entitlement_prob_min,entitlement_prob_max,polarity_margin_mean,polarity_margin_min,polarity_margin_max,frame_logit_mean,frame_logit_min,frame_logit_max,positive_energy_mean,positive_energy_min,positive_energy_max,negative_energy_mean,negative_energy_min,negative_energy_max
baseline,467,generated_fact_176__polarity_flip,generated_fact_176,polarity_flip,1,1,False,False,"{""FRAME_ONLY_FAILURE"":1}",0.4137033333333333,0.346624,0.538017,0.5199366666666666,0.419538,0.603003,0.994236,0.993322,0.99599,0.21927700000000003,0.144451,0.323125,3.565338666666667,3.106991,3.812845,-0.3574246666666667,-0.633912,0.152362,3.7781803333333337,3.351424,4.040517,0.21284166666666668,0.166421,0.244432
baseline,479,generated_fact_186__polarity_flip,generated_fact_186,polarity_flip,3,0,True,True,"{""FRAME_ONLY_FAILURE"":1,""MULTI_LOCAL_CHANNEL_FAILURE"":2}",0.3024786666666666,0.243554,0.352153,0.429194,0.348781,0.504879,0.9927506666666667,0.990995,0.99565,0.13078133333333333,0.084234,0.155968,3.525153,3.036389,3.828233,-0.8449749999999999,-1.13329,-0.609589,3.7057786666666668,3.258518,4.02749,0.18062566666666666,0.120491,0.222129
baseline,491,generated_fact_195__polarity_flip,generated_fact_195,polarity_flip,1,1,False,False,"{""FRAME_ONLY_FAILURE"":1}",0.36370199999999997,0.320099,0.439034,0.5857083333333334,0.565857,0.603734,0.9945296666666666,0.993432,0.995999,0.21197033333333334,0.180405,0.256253,3.609531,3.166195,3.887585,-0.5658923333333333,-0.753318,-0.245084,3.8510593333333336,3.448416,4.204741,0.241528,0.125208,0.317156
baseline,503,generated_fact_207__polarity_flip,generated_fact_207,polarity_flip,3,0,True,True,"{""FRAME_ONLY_FAILURE"":1,""MULTI_LOCAL_CHANNEL_FAILURE"":2}",0.24002900000000002,0.233623,0.245803,0.492138,0.475764,0.521823,0.9938980000000001,0.992297,0.995709,0.11730800000000001,0.11474,0.12114,3.5631730000000004,3.11569,3.831883,-1.1527163333333335,-1.187967,-1.121123,3.7590749999999997,3.362764,4.064322,0.195902,0.108193,0.247074
baseline,515,generated_fact_210__polarity_flip,generated_fact_210,polarity_flip,3,0,True,True,"{""FRAME_ONLY_FAILURE"":2,""MULTI_LOCAL_CHANNEL_FAILURE"":1}",0.33503766666666673,0.294154,0.390507,0.46280566666666667,0.366213,0.512012,0.9930633333333333,0.991093,0.99571,0.15600833333333333,0.106903,0.199086,3.5434326666666665,3.058286,3.837721,-0.6907236666666666,-0.875294,-0.445183,3.732663666666667,3.294212,4.04588,0.189231,0.123608,0.235926
baseline,527,generated_fact_221__polarity_flip,generated_fact_221,polarity_flip,0,2,False,False,{},0.442755,0.41946,0.469127,0.5905170000000001,0.533799,0.642096,0.9946673333333335,0.993762,0.996008,0.260967,0.222616,0.300022,3.609116333333333,3.165495,3.919477,-0.230368,-0.324989,-0.123648,3.8964266666666667,3.46255,4.234765,0.28731033333333333,0.249588,0.315288
baseline,539,generated_fact_225__polarity_flip,generated_fact_225,polarity_flip,0,3,False,False,{},0.4736093333333333,0.438681,0.503368,0.621244,0.579827,0.668452,0.9945103333333334,0.993455,0.99594,0.29355633333333336,0.252695,0.334504,3.608212333333333,3.145573,3.867987,-0.10599233333333334,-0.246516,0.013473,3.9001906666666666,3.483409,4.197328,0.29197833333333334,0.208758,0.337837
baseline,551,generated_fact_227__polarity_flip,generated_fact_227,polarity_flip,0,3,False,False,{},0.5998703333333334,0.526497,0.673625,0.549754,0.465363,0.637491,0.9945646666666667,0.994146,0.994832,0.332169,0.243718,0.426916,3.1151033333333333,2.724442,3.831845,0.4113503333333333,0.106086,0.724627,3.781159666666667,3.481438,4.254409,0.6660563333333334,0.422564,0.818609
baseline,563,generated_fact_230__polarity_flip,generated_fact_230,polarity_flip,2,0,True,False,"{""FRAME_ONLY_FAILURE"":1,""MULTI_LOCAL_CHANNEL_FAILURE"":1}",0.328276,0.252858,0.429446,0.4760533333333334,0.385682,0.537261,0.9938033333333333,0.991996,0.996008,0.15748433333333334,0.115744,0.229803,3.466264666666667,3.098681,3.726,-0.7342833333333333,-1.083429,-0.284112,3.662923333333333,3.351639,3.954998,0.196659,0.10802,0.252958
baseline,575,generated_fact_238__polarity_flip,generated_fact_238,polarity_flip,1,0,False,False,"{""MULTI_LOCAL_CHANNEL_FAILURE"":1}",0.35756000000000004,0.251824,0.445273,0.49532,0.429249,0.565503,0.9935606666666666,0.992432,0.995398,0.17781900000000003,0.122814,0.250645,3.5577063333333334,3.058493,3.906046,-0.6056793333333333,-1.088909,-0.219788,3.765298,3.311121,4.157774,0.207592,0.118419,0.252628
baseline,587,generated_fact_240__polarity_flip,generated_fact_240,polarity_flip,1,0,False,False,"{""FRAME_ONLY_FAILURE"":1}",0.380805,0.360448,0.412873,0.5234253333333333,0.440927,0.57324,0.9941206666666668,0.99298,0.995582,0.19681366666666666,0.180918,0.205173,3.5747510000000005,3.106892,3.906508,-0.4872083333333333,-0.573419,-0.3521,3.819093,3.386125,4.20004,0.24434266666666668,0.160261,0.293533
baseline,599,generated_fact_241__polarity_flip,generated_fact_241,polarity_flip,2,0,True,False,"{""MULTI_LOCAL_CHANNEL_FAILURE"":2}",0.30603566666666665,0.260609,0.339224,0.4051146666666667,0.370793,0.428,0.994369,0.993467,0.995577,0.124,0.096204,0.140465,3.5612453333333334,3.163285,3.877264,-0.8237593333333333,-1.042808,-0.666753,3.803326333333333,3.466684,4.1752,0.242081,0.124909,0.303398
baseline,611,generated_fact_257__polarity_flip,generated_fact_257,polarity_flip,0,3,False,False,{},0.565369,0.526877,0.5865,0.5536733333333334,0.489646,0.600503,0.9947936666666667,0.994115,0.99562,0.312608,0.256602,0.347872,3.548045666666667,3.179702,3.894338,0.26370699999999997,0.107613,0.349517,3.920466,3.539871,4.273493,0.37242033333333335,0.360169,0.379155
baseline,623,generated_fact_262__polarity_flip,generated_fact_262,polarity_flip,0,2,False,False,{},0.5108116666666667,0.410335,0.607806,0.499917,0.459952,0.542055,0.9943019999999999,0.993498,0.995187,0.25531733333333334,0.203061,0.327879,3.519576333333333,3.073766,3.908576,0.04423633333333333,-0.362581,0.4381,3.864949333333333,3.519567,4.257541,0.34537233333333334,0.241353,0.4458
baseline,635,generated_fact_265__polarity_flip,generated_fact_265,polarity_flip,3,0,True,True,"{""MULTI_LOCAL_CHANNEL_FAILURE"":3}",0.2379723333333333,0.210689,0.277792,0.44735033333333335,0.397923,0.482954,0.9940403333333333,0.992941,0.995663,0.10628733333333333,0.083475,0.12728,3.541891666666667,3.127632,3.850829,-1.1701603333333332,-1.320775,-0.955441,3.7393983333333334,3.37146,4.095689,0.19750633333333334,0.103832,0.24486
baseline,647,generated_fact_271__polarity_flip,generated_fact_271,polarity_flip,1,0,False,False,"{""FRAME_ONLY_FAILURE"":1}",0.36052533333333336,0.330376,0.403125,0.5180263333333334,0.450858,0.566322,0.9941049999999999,0.992979,0.995889,0.18646566666666667,0.155904,0.22736,3.5543546666666668,3.110102,3.859567,-0.5754863333333333,-0.706484,-0.392462,3.7709363333333332,3.348406,4.141054,0.21658133333333332,0.129953,0.281487
baseline,659,generated_fact_273__polarity_flip,generated_fact_273,polarity_flip,0,2,False,False,{},0.43201266666666666,0.424212,0.437638,0.6192570000000001,0.572456,0.656693,0.9945116666666666,0.9936,0.995961,0.26597566666666667,0.248925,0.28341,3.618316333333333,3.153452,3.88806,-0.27368166666666666,-0.305506,-0.250753,3.869102,3.439888,4.194896,0.2507856666666667,0.159085,0.306836
baseline,671,generated_fact_274__polarity_flip,generated_fact_274,polarity_flip,0,1,False,False,{},0.46234400000000003,0.384634,0.603858,0.52008,0.451485,0.565447,0.9938326666666667,0.992512,0.995,0.242016,0.178588,0.339742,3.557143,3.082628,3.921351,-0.15330466666666667,-0.469926,0.421564,3.840545666666667,3.419131,4.209898,0.28340233333333337,0.225158,0.336502
baseline,683,generated_fact_285__polarity_flip,generated_fact_285,polarity_flip,0,3,False,False,{},0.5913663333333333,0.587466,0.598636,0.673029,0.616286,0.707228,0.9947286666666667,0.994186,0.995632,0.3960493333333333,0.360008,0.421523,3.512476,3.127168,3.822629,0.369658,0.353499,0.399785,3.9582616666666666,3.583444,4.244698,0.4457853333333333,0.422069,0.459012
baseline,695,generated_fact_287__polarity_flip,generated_fact_287,polarity_flip,1,0,False,False,"{""FRAME_ONLY_FAILURE"":1}",0.398519,0.373088,0.440784,0.536312,0.433696,0.602264,0.9944306666666667,0.993327,0.996074,0.2141603333333333,0.160818,0.264426,3.5395296666666667,3.125489,3.840506,-0.41312533333333334,-0.518993,-0.23798,3.7972726666666667,3.434357,4.119747,0.2577426666666667,0.18512,0.308868
baseline,707,generated_fact_297__polarity_flip,generated_fact_297,polarity_flip,0,3,False,False,{},0.5482066666666666,0.495732,0.585016,0.6246146666666667,0.610214,0.653038,0.9949286666666666,0.994267,0.996038,0.34087566666666663,0.301491,0.366198,3.5761946666666664,3.131597,3.841249,0.194406,-0.017072,0.343397,3.934471333333333,3.544615,4.253621,0.35827666666666663,0.24944,0.413018
baseline,719,generated_fact_300__polarity_flip,generated_fact_300,polarity_flip,0,1,False,False,{},0.39157233333333336,0.366607,0.42426,0.5765476666666667,0.488794,0.642893,0.9945243333333332,0.993598,0.995662,0.223218,0.206196,0.245194,3.573646666666667,3.146459,3.887076,-0.441783,-0.5468,-0.305311,3.841961,3.471984,4.229758,0.2683143333333333,0.136736,0.342682
intervention,0,orion_approval__none,orion_approval,none,1,0,False,False,"{""MULTI_LOCAL_CHANNEL_FAILURE"":1}",0.4506403333333333,0.381624,0.542099,0.39745733333333333,0.244008,0.479297,0.9921806666666667,0.990475,0.993212,0.17915366666666666,0.103737,0.252555,3.4818243333333334,3.062387,3.787058,-0.20102366666666668,-0.482659,0.168797,3.6813176666666667,3.371874,3.965159,0.19949366666666668,0.110892,0.309487
intervention,1,orion_approval__paraphrase,orion_approval,paraphrase,0,2,False,False,{},0.5029830000000001,0.31625,0.602697,0.6383193333333333,0.481316,0.773633,0.9903376666666667,0.989883,0.990819,0.3165986666666667,0.206706,0.461986,3.0475433333333335,2.086555,3.795916,0.0032099999999999906,-0.771058,0.416715,3.470172,2.973707,4.047586,0.422629,0.129065,0.887152
intervention,12,museum_purchase__none,museum_purchase,none,0,1,False,False,{},0.4320676666666667,0.35673,0.509703,0.6230443333333334,0.612306,0.643954,0.9939016666666666,0.992846,0.99577,0.26758466666666664,0.216919,0.311062,3.632541,3.093633,3.947154,-0.27785166666666666,-0.589584,0.038817,3.8283053333333332,3.323912,4.143913,0.195765,0.160256,0.23028
intervention,13,museum_purchase__paraphrase,museum_purchase,paraphrase,0,2,False,False,{},0.5074583333333333,0.411629,0.632639,0.6216983333333334,0.575598,0.674594,0.9928666666666667,0.991513,0.995319,0.313988,0.234982,0.387191,3.6003826666666665,3.069456,3.921503,0.03289766666666665,-0.357236,0.543557,3.7728706666666665,3.275345,4.107161,0.17248799999999997,0.125917,0.205889
intervention,24,satellite_launch__none,satellite_launch,none,3,0,True,True,"{""MULTI_LOCAL_CHANNEL_FAILURE"":3}",0.30477933333333335,0.218446,0.367801,0.33730366666666667,0.315829,0.372501,0.9937553333333332,0.992823,0.995065,0.10060033333333333,0.080832,0.115329,3.560261333333333,3.126254,3.883788,-0.844412,-1.274745,-0.54166,3.721769,3.359163,4.046219,0.161508,0.089184,0.232909
intervention,25,satellite_launch__paraphrase,satellite_launch,paraphrase,3,0,True,True,"{""MULTI_LOCAL_CHANNEL_FAILURE"":3}",0.29662933333333336,0.25326,0.354995,0.3584883333333333,0.331553,0.387692,0.992273,0.990084,0.994511,0.10460133333333332,0.097423,0.117053,3.5057620000000003,3.009129,3.871599,-0.8716113333333334,-1.081301,-0.597155,3.646504,3.209021,4.02136,0.14074266666666665,0.072574,0.199893
intervention,36,clinic_expansion__none,clinic_expansion,none,0,1,False,False,{},0.5661426666666666,0.422376,0.767272,0.5677766666666667,0.480235,0.713048,0.9941970000000001,0.993394,0.995146,0.33463466666666664,0.2015,0.544446,3.3981,3.145768,3.812969,0.3050226666666667,-0.313026,1.19297,3.7777543333333337,3.439943,3.974742,0.3796543333333333,0.161772,0.683016
intervention,37,clinic_expansion__paraphrase,clinic_expansion,paraphrase,0,3,False,False,{},0.6866363333333333,0.548966,0.904952,0.6572079999999999,0.517759,0.831773,0.9931306666666666,0.991261,0.994282,0.466277,0.311015,0.74841,2.4294956666666665,0.491886,3.770951,0.9601596666666667,0.196492,2.253498,3.3243403333333332,2.626994,3.952848,0.8948453333333334,0.181897,2.135109
intervention,48,reef_protection__none,reef_protection,none,0,3,False,False,{},0.6795533333333333,0.605823,0.772029,0.65885,0.629646,0.687109,0.9949793333333333,0.994631,0.99527,0.44439066666666666,0.397573,0.483806,3.5061626666666665,3.024926,3.951433,0.7721626666666667,0.429788,1.219805,3.895515666666667,3.517309,4.200779,0.389353,0.249346,0.492383
intervention,49,reef_protection__paraphrase,reef_protection,paraphrase,0,3,False,False,{},0.7025746666666667,0.630497,0.779454,0.7185246666666667,0.69901,0.755288,0.9949,0.994358,0.995474,0.5022296666666667,0.438237,0.544138,3.4217853333333337,2.932738,4.001184,0.8778496666666666,0.534348,1.262487,3.89564,3.501779,4.263362,0.4738546666666667,0.262178,0.590345
intervention,60,language_program__none,language_program,none,0,1,False,False,{},0.45795399999999997,0.41647,0.482856,0.63805,0.591723,0.673079,0.9943113333333334,0.993798,0.994982,0.291533,0.244906,0.3231,3.6453640000000003,3.129498,3.985826,-0.16927533333333333,-0.337282,-0.068602,3.8603973333333332,3.419117,4.228398,0.21503366666666668,0.112909,0.28962
intervention,61,language_program__paraphrase,language_program,paraphrase,0,1,False,False,{},0.496179,0.483994,0.519102,0.6552886666666667,0.616964,0.702392,0.994428,0.99366,0.9952,0.3238763333333334,0.296713,0.36258,3.6439496666666664,3.131253,3.993,-0.015285000000000002,-0.064046,0.076445,3.8583586666666663,3.404309,4.254986,0.21440933333333334,0.108185,0.273056
intervention,72,generated_fact_039__none,generated_fact_039,none,3,0,True,True,"{""FRAME_ONLY_FAILURE"":2,""MULTI_LOCAL_CHANNEL_FAILURE"":1}",0.27500600000000003,0.224152,0.307987,0.5340836666666667,0.491133,0.569828,0.9937843333333333,0.991908,0.995492,0.145197,0.126695,0.165702,3.565122666666667,3.115593,3.814147,-0.9775393333333332,-1.241631,-0.809547,3.7240976666666668,3.354808,3.963772,0.158975,0.088085,0.239215
intervention,73,generated_fact_039__paraphrase,generated_fact_039,paraphrase,0,3,False,False,{},0.5076636666666666,0.402593,0.591178,0.6611843333333334,0.633049,0.715773,0.9942846666666666,0.99276,0.99569,0.3344393333333333,0.253016,0.376681,3.6091723333333334,3.148279,3.926606,0.03039266666666668,-0.394671,0.368837,3.811831,3.452555,4.11568,0.20265866666666665,0.114626,0.304276
intervention,84,generated_fact_045__none,generated_fact_045,none,0,3,False,False,{},0.6018146666666667,0.580188,0.624898,0.69563,0.672529,0.727474,0.9950306666666666,0.99465,0.995781,0.4161566666666667,0.410638,0.419813,3.6469693333333333,3.15476,3.952098,0.413631,0.323545,0.510392,3.9312086666666666,3.509799,4.199241,0.28423933333333334,0.247143,0.355039
intervention,85,generated_fact_045__paraphrase,generated_fact_045,paraphrase,0,3,False,False,{},0.7125473333333333,0.664145,0.747855,0.7631786666666667,0.755734,0.76756,0.9950843333333333,0.994704,0.995787,0.5410706666666667,0.507101,0.570623,3.456341666666667,3.025753,3.867107,0.9138816666666667,0.681822,1.087202,3.9158896666666667,3.552527,4.25879,0.459548,0.391683,0.526774
intervention,96,generated_fact_055__none,generated_fact_055,none,0,1,False,False,{},0.45255533333333336,0.430654,0.468195,0.6851186666666668,0.642005,0.731804,0.994765,0.993643,0.995629,0.3079766666666666,0.293275,0.317069,3.610065,3.117948,4.011975,-0.19055999999999998,-0.279183,-0.12739,3.8187753333333334,3.386755,4.2648,0.20870999999999998,0.104499,0.268806
intervention,97,generated_fact_055__paraphrase,generated_fact_055,paraphrase,0,3,False,False,{},0.800665,0.733973,0.864242,0.812077,0.801388,0.825879,0.995535,0.994647,0.996097,0.6474823333333334,0.585763,0.696412,3.246314,2.929137,3.620435,1.425313,1.014876,1.850976,3.8645953333333334,3.530865,4.347077,0.6182813333333333,0.526474,0.726642
intervention,108,generated_fact_073__none,generated_fact_073,none,3,0,True,True,"{""FRAME_ONLY_FAILURE"":1,""MULTI_LOCAL_CHANNEL_FAILURE"":2}",0.37019599999999997,0.361845,0.383231,0.43186199999999997,0.356931,0.513219,0.9943580000000001,0.993408,0.995337,0.15901366666666666,0.128552,0.186524,3.5826193333333336,3.125757,3.966447,-0.5315806666666667,-0.567364,-0.475857,3.755914333333333,3.375218,4.147516,0.173295,0.089355,0.249461
intervention,109,generated_fact_073__paraphrase,generated_fact_073,paraphrase,0,3,False,False,{},0.8000623333333333,0.743585,0.861278,0.7331416666666666,0.723571,0.748671,0.9953723333333334,0.994712,0.995707,0.5838756666666667,0.535727,0.623613,3.2519283333333333,2.81329,3.918819,1.4159856666666666,1.064688,1.825947,3.8146366666666665,3.534477,4.336353,0.5627083333333333,0.417534,0.75979
intervention,120,generated_fact_075__none,generated_fact_075,none,0,2,False,False,{},0.534514,0.49565,0.565565,0.6236663333333333,0.590833,0.645946,0.99426,0.992827,0.995544,0.3308546666666667,0.317867,0.342032,3.638215666666667,3.150807,3.888345,0.13869733333333334,-0.0174,0.263778,3.862001,3.45533,4.086438,0.2237853333333333,0.16874,0.304523
intervention,121,generated_fact_075__paraphrase,generated_fact_075,paraphrase,0,3,False,False,{},0.636692,0.555619,0.71838,0.6722366666666666,0.630576,0.722379,0.9944776666666666,0.993528,0.995258,0.4247606666666666,0.366408,0.457029,3.580698333333333,3.09153,3.939732,0.5727396666666666,0.223402,0.93644,3.8939909999999998,3.497375,4.199627,0.313293,0.259896,0.405845
intervention,132,generated_fact_078__none,generated_fact_078,none,1,0,False,False,"{""FRAME_ONLY_FAILURE"":1}",0.4341203333333333,0.336022,0.497612,0.5559076666666667,0.501255,0.586826,0.9934633333333333,0.99126,0.995756,0.24239566666666668,0.167317,0.287213,3.581258333333333,3.084947,3.903457,-0.27196,-0.681071,-0.009553,3.75163,3.320342,4.052738,0.17037133333333332,0.126439,0.235395
intervention,133,generated_fact_078__paraphrase,generated_fact_078,paraphrase,0,1,False,False,{},0.607221,0.524088,0.688937,0.6164033333333333,0.552913,0.701507,0.9940983333333334,0.992529,0.995137,0.37487266666666663,0.310048,0.479683,3.5516096666666663,3.052879,3.997414,0.44439066666666666,0.096428,0.795155,3.7741620000000005,3.374029,4.201303,0.22255233333333332,0.142618,0.32115
intervention,144,generated_fact_080__none,generated_fact_080,none,0,1,False,False,{},0.6197676666666667,0.512999,0.770124,0.6248706666666667,0.567188,0.666337,0.9943586666666667,0.993213,0.995724,0.3890343333333333,0.289262,0.510967,3.5471246666666665,3.141174,3.83952,0.52271,0.052009,1.20901,3.7481956666666663,3.399765,3.999016,0.2010706666666667,0.159496,0.258591
intervention,145,generated_fact_080__paraphrase,generated_fact_080,paraphrase,0,3,False,False,{},0.7708576666666667,0.713125,0.847598,0.7516773333333333,0.722856,0.804291,0.994581,0.993696,0.995861,0.5783976666666667,0.512489,0.678894,3.2338839999999998,2.900627,3.833692,1.2450013333333334,0.910612,1.715888,3.650738333333333,3.383986,4.172724,0.4168543333333334,0.339032,0.494878
intervention,156,generated_fact_083__none,generated_fact_083,none,0,3,False,False,{},0.6338050000000001,0.583813,0.686644,0.6965406666666668,0.636843,0.739054,0.9950163333333334,0.993963,0.995799,0.4397516666666667,0.400133,0.504404,3.608851,3.133519,4.047709,0.553083,0.338445,0.784474,3.9186856666666667,3.513148,4.329778,0.3098343333333333,0.267806,0.379629
intervention,157,generated_fact_083__paraphrase,generated_fact_083,paraphrase,0,3,False,False,{},0.8537319999999999,0.78583,0.898573,0.8364876666666667,0.814173,0.864413,0.9949803333333334,0.994276,0.995552,0.7111613333333334,0.636956,0.753573,2.168183,0.589936,3.487291,1.814614,1.29997,2.181468,3.5516516666666664,2.842346,4.358643,1.3834686666666665,0.871352,2.25241
intervention,168,generated_fact_086__none,generated_fact_086,none,2,0,True,False,"{""FRAME_ONLY_FAILURE"":1,""MULTI_LOCAL_CHANNEL_FAILURE"":1}",0.4005273333333333,0.336732,0.511038,0.5356263333333333,0.492423,0.584797,0.993608,0.991939,0.995764,0.21605033333333334,0.164674,0.297588,3.5020846666666667,3.097066,3.723762,-0.4120193333333333,-0.677893,0.044159,3.659171666666667,3.331172,3.856922,0.157087,0.103995,0.234106
intervention,169,generated_fact_086__paraphrase,generated_fact_086,paraphrase,0,3,False,False,{},0.5137723333333334,0.416926,0.564969,0.6666053333333334,0.614845,0.725339,0.9942663333333334,0.993173,0.996118,0.343086,0.254681,0.406997,3.500739,3.073195,3.829225,0.05492233333333332,-0.335405,0.261356,3.7190126666666665,3.423225,4.020678,0.21827333333333332,0.113338,0.350029
intervention,180,generated_fact_087__none,generated_fact_087,none,2,0,True,False,"{""FRAME_ONLY_FAILURE"":2}",0.3789926666666667,0.366169,0.386313,0.5727996666666667,0.532071,0.621051,0.9946476666666667,0.993443,0.995852,0.2161833333333333,0.19402,0.238347,3.6136436666666665,3.151252,3.921301,-0.49401066666666665,-0.548688,-0.462836,3.7940873333333336,3.425445,4.094766,0.180443,0.093673,0.274192
intervention,181,generated_fact_087__paraphrase,generated_fact_087,paraphrase,0,3,False,False,{},0.6226176666666666,0.578712,0.646745,0.670041,0.633063,0.702389,0.9951156666666666,0.994415,0.996131,0.41446200000000005,0.40421,0.434072,3.6262716666666663,3.122989,4.004927,0.5026766666666667,0.317487,0.604763,3.8897336666666664,3.48536,4.272511,0.26346200000000003,0.160432,0.362371
intervention,192,generated_fact_089__none,generated_fact_089,none,0,2,False,False,{},0.6233846666666666,0.544677,0.67918,0.604492,0.585134,0.615047,0.994817,0.993968,0.995374,0.3743643333333333,0.332414,0.395573,3.64006,3.174898,4.052994,0.5106636666666667,0.179184,0.750004,3.9216460000000004,3.479139,4.286746,0.281586,0.233752,0.306765
intervention,193,generated_fact_089__paraphrase,generated_fact_089,paraphrase,0,3,False,False,{},0.781807,0.717853,0.827801,0.7257226666666666,0.689395,0.782124,0.9945893333333333,0.993635,0.995126,0.5644836666666667,0.504083,0.621535,3.47851,3.084199,4.031843,1.2962666666666667,0.933838,1.570124,3.9020046666666666,3.484124,4.356952,0.42349533333333333,0.32511,0.545451
intervention,204,generated_fact_090__none,generated_fact_090,none,0,1,False,False,{},0.5440576666666667,0.400122,0.642615,0.6850953333333333,0.629617,0.733776,0.9937733333333334,0.991923,0.995698,0.3740216666666667,0.250336,0.442708,3.610211,3.129511,3.989907,0.181136,-0.404958,0.586731,3.822766,3.404851,4.176693,0.21255499999999997,0.175539,0.27534
intervention,205,generated_fact_090__paraphrase,generated_fact_090,paraphrase,0,2,False,False,{},0.6935363333333333,0.638018,0.7965,0.726965,0.650332,0.815537,0.993868,0.992232,0.994793,0.5055896666666667,0.412674,0.644529,3.329096,2.788956,3.795146,0.844411,0.566771,1.364562,3.7676016666666663,3.339725,4.355751,0.4385056666666667,0.204143,0.560605
intervention,216,generated_fact_102__none,generated_fact_102,none,2,0,True,False,"{""FRAME_ONLY_FAILURE"":1,""MULTI_LOCAL_CHANNEL_FAILURE"":1}",0.38110399999999994,0.282198,0.449969,0.5268653333333333,0.488147,0.546927,0.9925736666666666,0.989764,0.995655,0.20121966666666669,0.136693,0.244401,3.538441666666667,3.039741,3.838727,-0.497871,-0.933586,-0.200794,3.688708,3.252911,3.974173,0.150266,0.102182,0.21317
intervention,217,generated_fact_102__paraphrase,generated_fact_102,paraphrase,0,1,False,False,{},0.5423216666666667,0.455874,0.654196,0.656931,0.604018,0.719344,0.9939596666666667,0.991896,0.995341,0.3570343333333333,0.293566,0.466778,3.568656333333333,3.040897,4.019639,0.17605833333333332,-0.176964,0.637535,3.7761876666666665,3.349886,4.224898,0.207531,0.108346,0.308988
intervention,228,generated_fact_110__none,generated_fact_110,none,1,1,False,False,"{""MULTI_LOCAL_CHANNEL_FAILURE"":1}",0.5034353333333333,0.413316,0.626606,0.5140086666666667,0.466391,0.553703,0.9940473333333334,0.992904,0.995668,0.26024766666666665,0.191527,0.34545,3.538578,3.139743,3.779001,0.016268333333333333,-0.350275,0.517683,3.7191883333333333,3.398973,3.926442,0.18061066666666667,0.135161,0.25923
intervention,229,generated_fact_110__paraphrase,generated_fact_110,paraphrase,0,3,False,False,{},0.5189106666666666,0.41175,0.575345,0.6430163333333333,0.60988,0.695093,0.9946043333333333,0.993698,0.996,0.3337043333333333,0.24964,0.397398,3.492614666666667,3.042711,3.836536,0.07577499999999998,-0.356737,0.303693,3.7511806666666665,3.428012,4.065265,0.258566,0.161668,0.385301
intervention,240,generated_fact_115__none,generated_fact_115,none,0,3,False,False,{},0.5992426666666667,0.547707,0.638617,0.6646443333333333,0.625107,0.719271,0.9947003333333333,0.99427,0.995074,0.39487933333333336,0.380189,0.41244,3.511027,2.883692,3.932859,0.4046646666666667,0.191411,0.569366,3.867597,3.35443,4.315328,0.35657,0.216503,0.470738
intervention,241,generated_fact_115__paraphrase,generated_fact_115,paraphrase,0,3,False,False,{},0.8334943333333333,0.773428,0.886651,0.7846263333333333,0.771325,0.809247,0.9942283333333334,0.993247,0.995171,0.650227,0.595208,0.679277,2.753705,2.113833,3.75927,1.6486633333333334,1.227769,2.056982,3.6467566666666666,3.295396,4.296129,0.8930516666666666,0.536859,1.181563
intervention,252,generated_fact_118__none,generated_fact_118,none,0,3,False,False,{},0.679212,0.592445,0.800815,0.6991886666666667,0.685639,0.714665,0.9942346666666667,0.993969,0.99441,0.473206,0.403754,0.569115,3.38083,2.900641,3.993774,0.7866283333333334,0.374082,1.391394,3.801399333333334,3.448186,4.260534,0.42056933333333335,0.26676,0.547545
intervention,253,generated_fact_118__paraphrase,generated_fact_118,paraphrase,0,2,False,False,{},0.6487263333333333,0.578646,0.747593,0.5993446666666666,0.575163,0.61637,0.9934293333333333,0.993202,0.993687,0.386892,0.330553,0.450423,3.494901,3.073206,3.992921,0.6307763333333333,0.317219,1.085816,3.728655,3.33322,4.214569,0.23375433333333331,0.2196,0.260015
intervention,264,generated_fact_120__none,generated_fact_120,none,1,0,False,False,"{""FRAME_ONLY_FAILURE"":1}",0.42674066666666666,0.356433,0.472783,0.5526576666666667,0.533271,0.570091,0.9940190000000001,0.992877,0.995328,0.23516,0.188907,0.267609,3.6209046666666667,3.125988,3.976298,-0.2988206666666667,-0.590878,-0.108975,3.800886333333333,3.37365,4.14507,0.17998166666666668,0.123511,0.247662
intervention,265,generated_fact_120__paraphrase,generated_fact_120,paraphrase,0,3,False,False,{},0.645131,0.535653,0.708238,0.6701643333333333,0.594409,0.742711,0.9940596666666667,0.993082,0.99492,0.433687,0.316543,0.510033,3.474542666666667,3.014402,4.068418,0.6122823333333334,0.142856,0.886841,3.761869666666667,3.362129,4.279415,0.287327,0.210997,0.347727
