adjusted_final_probs,adjusted_pred_final_label,base_final_probs,base_pred_final_label,claim_predicate_families,detector_notes,evidence_predicate_families,gold_final_label,id,predicate_conflict_pair,predicate_detector_mode,predicate_mismatch_flag,seed,selected_alpha,split,stage15_probe_type
"[0.11714691360097058, 0.09275021749549424, 0.7901028689035352]",SUPPORT,"[0.11714691360097058, 0.09275021749549424, 0.7901028689035352]",SUPPORT,[],no_known_conflict;overlap:1.000,[],SUPPORT,stage15_surface_control__stage14_surface_distractor__museum_purchase_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.14888343436842316, 0.14025922328619994, 0.7108573423453769]",SUPPORT,"[0.14888343436842316, 0.14025922328619994, 0.7108573423453769]",SUPPORT,['open'],no_known_conflict;overlap:1.000,['open'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_057_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.11839682745909895, 0.0923287788278445, 0.7892743937130566]",SUPPORT,"[0.11839682745909895, 0.0923287788278445, 0.7892743937130566]",SUPPORT,['open'],no_known_conflict;overlap:1.000,['open'],SUPPORT,stage15_surface_control__stage14_surface_distractor__school_opening_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.19279229066394896, 0.25389977532923885, 0.5533079340068121]",SUPPORT,"[0.19279229066394896, 0.25389977532923885, 0.5533079340068121]",SUPPORT,['launch'],no_known_conflict;overlap:1.000,['launch'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_074_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.13978388176495452, 0.11472536770196576, 0.7454907505330797]",SUPPORT,"[0.13978388176495452, 0.11472536770196576, 0.7454907505330797]",SUPPORT,[],no_known_conflict;overlap:1.000,[],SUPPORT,stage15_surface_control__stage14_surface_distractor__reef_protection_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.18301154400391068, 0.2264580692878653, 0.590530386708224]",SUPPORT,"[0.18301154400391068, 0.2264580692878653, 0.590530386708224]",SUPPORT,['launch'],no_known_conflict;overlap:1.000,['launch'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_130_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.1301084876781295, 0.12007987975895676, 0.7498116325629138]",SUPPORT,"[0.1301084876781295, 0.12007987975895676, 0.7498116325629138]",SUPPORT,['approve'],no_known_conflict;overlap:1.000,['approve'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_059_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.15847298030635773, 0.16664772729135371, 0.6748792924022886]",SUPPORT,"[0.15847298030635773, 0.16664772729135371, 0.6748792924022886]",SUPPORT,['open'],no_known_conflict;overlap:1.000,['open'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_106_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.1563078211637682, 0.15237001038700373, 0.6913221684492281]",SUPPORT,"[0.1563078211637682, 0.15237001038700373, 0.6913221684492281]",SUPPORT,['open'],no_known_conflict;overlap:1.000,['open'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_141_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.1674039016606749, 0.20484429328705628, 0.6277518050522688]",SUPPORT,"[0.1674039016606749, 0.20484429328705628, 0.6277518050522688]",SUPPORT,"['approve', 'direct']",no_known_conflict;overlap:1.000,"['approve', 'direct']",SUPPORT,stage15_surface_control__stage14_surface_distractor__orion_approval_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.183222632600226, 0.22505287677364805, 0.591724490626126]",SUPPORT,"[0.183222632600226, 0.22505287677364805, 0.591724490626126]",SUPPORT,['restore'],no_known_conflict;overlap:1.000,['restore'],SUPPORT,stage15_surface_control__stage14_surface_distractor__theater_restoration_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.15143592655658722, 0.14996527135372162, 0.6985988020896912]",SUPPORT,"[0.15143592655658722, 0.14996527135372162, 0.6985988020896912]",SUPPORT,['launch'],no_known_conflict;overlap:1.000,['launch'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_053_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.14781950634448984, 0.14739829521474684, 0.7047821984407634]",SUPPORT,"[0.14781950634448984, 0.14739829521474684, 0.7047821984407634]",SUPPORT,['select'],no_known_conflict;overlap:1.000,['select'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_065_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.14362538288907356, 0.13336864511277213, 0.7230059719981542]",SUPPORT,"[0.14362538288907356, 0.13336864511277213, 0.7230059719981542]",SUPPORT,['select'],no_known_conflict;overlap:1.000,['select'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_135_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.1501825511346727, 0.14293727916852955, 0.7068801696967978]",SUPPORT,"[0.1501825511346727, 0.14293727916852955, 0.7068801696967978]",SUPPORT,['launch'],no_known_conflict;overlap:1.000,['launch'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_032_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.1783498823642731, 0.21666726469993594, 0.604982852935791]",SUPPORT,"[0.1783498823642731, 0.21666726469993594, 0.604982852935791]",SUPPORT,['publish'],no_known_conflict;overlap:1.000,['publish'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_132_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.18942239598300462, 0.24625597527241744, 0.5643216287445779]",SUPPORT,"[0.18942239598300462, 0.24625597527241744, 0.5643216287445779]",SUPPORT,['launch'],no_known_conflict;overlap:1.000,['launch'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_144_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.18820452041348162, 0.23421863768482074, 0.5775768419016976]",SUPPORT,"[0.18820452041348162, 0.23421863768482074, 0.5775768419016976]",SUPPORT,['launch'],no_known_conflict;overlap:1.000,['launch'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_088_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.15794237899436828, 0.16476368396065735, 0.6772939370449744]",SUPPORT,"[0.15794237899436828, 0.16476368396065735, 0.6772939370449744]",SUPPORT,['select'],no_known_conflict;overlap:1.000,['select'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_044_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.13172866207765543, 0.11380362341100539, 0.7544677145113391]",SUPPORT,"[0.13172866207765543, 0.11380362341100539, 0.7544677145113391]",SUPPORT,[],no_known_conflict;overlap:1.000,[],SUPPORT,stage15_surface_control__stage14_surface_distractor__clinic_expansion_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.19007376402836337, 0.2553544120596174, 0.5545718239120193]",SUPPORT,"[0.19007376402836337, 0.2553544120596174, 0.5545718239120193]",SUPPORT,['deliver'],no_known_conflict;overlap:1.000,['deliver'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_070_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.1905113671491429, 0.24918413538407674, 0.5603044974667803]",SUPPORT,"[0.1905113671491429, 0.24918413538407674, 0.5603044974667803]",SUPPORT,['deliver'],no_known_conflict;overlap:1.000,['deliver'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_042_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.16053393961590348, 0.17206466710760196, 0.6674013932764945]",SUPPORT,"[0.16053393961590348, 0.17206466710760196, 0.6674013932764945]",SUPPORT,['release'],no_known_conflict;overlap:1.000,['release'],SUPPORT,stage15_surface_control__stage14_surface_distractor__jazz_archive_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.1230429605783135, 0.10457683744195244, 0.7723802019797341]",SUPPORT,"[0.1230429605783135, 0.10457683744195244, 0.7723802019797341]",SUPPORT,"['direct', 'restore']",no_known_conflict;overlap:1.000,"['direct', 'restore']",SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_061_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.13523908744250523, 0.12460543310464894, 0.7401554794528458]",SUPPORT,"[0.13523908744250523, 0.12460543310464894, 0.7401554794528458]",SUPPORT,['restore'],no_known_conflict;overlap:1.000,['restore'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_096_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.15995470702783143, 0.17278460643337348, 0.667260686538795]",SUPPORT,"[0.15995470702783143, 0.17278460643337348, 0.667260686538795]",SUPPORT,"['direct', 'select']",no_known_conflict;overlap:1.000,"['direct', 'select']",SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_121_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.12690772588952354, 0.11448563316783435, 0.7586066409426422]",SUPPORT,"[0.12690772588952354, 0.11448563316783435, 0.7586066409426422]",SUPPORT,['restore'],no_known_conflict;overlap:1.000,['restore'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_131_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.1474356927359746, 0.15034983828142526, 0.7022144689826001]",SUPPORT,"[0.1474356927359746, 0.15034983828142526, 0.7022144689826001]",SUPPORT,['publish'],no_known_conflict;overlap:1.000,['publish'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_083_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.19773896922494336, 0.27016402498620856, 0.532097005788848]",SUPPORT,"[0.19773896922494336, 0.27016402498620856, 0.532097005788848]",SUPPORT,['publish'],no_known_conflict;overlap:1.000,['publish'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_090_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.1355784803127092, 0.1185709137043898, 0.7458506059829011]",SUPPORT,"[0.1355784803127092, 0.1185709137043898, 0.7458506059829011]",SUPPORT,['restore'],no_known_conflict;overlap:1.000,['restore'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_110_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.15084690080354962, 0.14259557638459766, 0.7065575228118528]",SUPPORT,"[0.15084690080354962, 0.14259557638459766, 0.7065575228118528]",SUPPORT,['restore'],no_known_conflict;overlap:1.000,['restore'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_117_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.2126423951195957, 0.3459980980754465, 0.44135950680495784]",SUPPORT,"[0.2126423951195957, 0.3459980980754465, 0.44135950680495784]",SUPPORT,['direct'],no_known_conflict;overlap:1.000,['direct'],SUPPORT,stage15_surface_control__stage14_surface_distractor__opera_premiere_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.1566278990132869, 0.16674057145472934, 0.6766315295319838]",SUPPORT,"[0.1566278990132869, 0.16674057145472934, 0.6766315295319838]",SUPPORT,['approve'],no_known_conflict;overlap:1.000,['approve'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_108_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.17972416640150052, 0.2198933446439104, 0.600382488954589]",SUPPORT,"[0.17972416640150052, 0.2198933446439104, 0.600382488954589]",SUPPORT,['approve'],no_known_conflict;overlap:1.000,['approve'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_094_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.16648064303998972, 0.1631894382230519, 0.6703299187369585]",SUPPORT,"[0.16648064303998972, 0.1631894382230519, 0.6703299187369585]",SUPPORT,['upgrade'],no_known_conflict;overlap:1.000,['upgrade'],SUPPORT,stage15_surface_control__stage14_surface_distractor__harbor_upgrade_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.15665420889854434, 0.15902236104011533, 0.6843234300613403]",SUPPORT,"[0.15665420889854434, 0.15902236104011533, 0.6843234300613403]",SUPPORT,['launch'],no_known_conflict;overlap:1.000,['launch'],SUPPORT,stage15_surface_control__stage14_surface_distractor__ferry_launch_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.16276652833570004, 0.16750472541933695, 0.6697287462449629]",SUPPORT,"[0.16276652833570004, 0.16750472541933695, 0.6697287462449629]",SUPPORT,['launch'],no_known_conflict;overlap:1.000,['launch'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_081_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.16133976751537168, 0.16578533504372828, 0.6728748974409]",SUPPORT,"[0.16133976751537168, 0.16578533504372828, 0.6728748974409]",SUPPORT,['open'],no_known_conflict;overlap:1.000,['open'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_064_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.14237709555591788, 0.12768039297581307, 0.729942511468269]",SUPPORT,"[0.14237709555591788, 0.12768039297581307, 0.729942511468269]",SUPPORT,['launch'],no_known_conflict;overlap:1.000,['launch'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_039_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.1730545091504384, 0.20093123022904533, 0.6260142606205162]",SUPPORT,"[0.1730545091504384, 0.20093123022904533, 0.6260142606205162]",SUPPORT,['select'],no_known_conflict;overlap:1.000,['select'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_072_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.13257774513098977, 0.11848847391473542, 0.7489337809542749]",SUPPORT,"[0.13257774513098977, 0.11848847391473542, 0.7489337809542749]",SUPPORT,"['direct', 'open']",no_known_conflict;overlap:1.000,"['direct', 'open']",SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_127_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.14350939859421852, 0.12360126901861228, 0.7328893323871692]",SUPPORT,"[0.14350939859421852, 0.12360126901861228, 0.7328893323871692]",SUPPORT,['open'],no_known_conflict;overlap:1.000,['open'],SUPPORT,stage15_surface_control__stage14_surface_distractor__bridge_opening_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.13229081428917688, 0.10986417859387929, 0.7578450071169439]",SUPPORT,"[0.13229081428917688, 0.10986417859387929, 0.7578450071169439]",SUPPORT,['launch'],no_known_conflict;overlap:1.000,['launch'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_123_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.16314312329461803, 0.17023205249810067, 0.6666248242072813]",SUPPORT,"[0.16314312329461803, 0.17023205249810067, 0.6666248242072813]",SUPPORT,[],no_known_conflict;overlap:1.000,[],SUPPORT,stage15_surface_control__stage14_surface_distractor__garden_award_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.14328716059250599, 0.13903359407386745, 0.7176792453336266]",SUPPORT,"[0.14328716059250599, 0.13903359407386745, 0.7176792453336266]",SUPPORT,"['deliver', 'direct']",no_known_conflict;overlap:1.000,"['deliver', 'direct']",SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_091_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.12104218182618512, 0.09647288702861476, 0.7824849311452002]",SUPPORT,"[0.12104218182618512, 0.09647288702861476, 0.7824849311452002]",SUPPORT,['publish'],no_known_conflict;overlap:1.000,['publish'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_104_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.12397739568302175, 0.1034500696536169, 0.7725725346633613]",SUPPORT,"[0.12397739568302175, 0.1034500696536169, 0.7725725346633613]",SUPPORT,"['approve', 'direct']",no_known_conflict;overlap:1.000,"['approve', 'direct']",SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_031_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.11322702144187023, 0.08011909127679062, 0.8066538872813391]",SUPPORT,"[0.11322702144187023, 0.08011909127679062, 0.8066538872813391]",SUPPORT,[],no_known_conflict;overlap:1.000,[],SUPPORT,stage15_surface_control__stage14_surface_distractor__poetry_prize_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.12559872397785168, 0.1084544990787469, 0.7659467769434014]",SUPPORT,"[0.12559872397785168, 0.1084544990787469, 0.7659467769434014]",SUPPORT,"['direct', 'open']",no_known_conflict;overlap:1.000,"['direct', 'open']",SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_043_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.20090236667852251, 0.2864689358980478, 0.5126286974234296]",SUPPORT,"[0.20090236667852251, 0.2864689358980478, 0.5126286974234296]",SUPPORT,['restore'],no_known_conflict;overlap:1.000,['restore'],SUPPORT,stage15_surface_control__stage14_surface_distractor__railway_restoration_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.12894830107688907, 0.11139574646949767, 0.7596559524536133]",SUPPORT,"[0.12894830107688907, 0.11139574646949767, 0.7596559524536133]",SUPPORT,['restore'],no_known_conflict;overlap:1.000,['restore'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_124_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.1714330017566681, 0.18924501538276672, 0.6393219828605651]",SUPPORT,"[0.1714330017566681, 0.18924501538276672, 0.6393219828605651]",SUPPORT,['publish'],no_known_conflict;overlap:1.000,['publish'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_069_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.19533526280530972, 0.2575344856471338, 0.5471302515475565]",SUPPORT,"[0.19533526280530972, 0.2575344856471338, 0.5471302515475565]",SUPPORT,['deliver'],no_known_conflict;overlap:1.000,['deliver'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_126_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.17473219595450457, 0.19925767480220904, 0.6260101292432864]",SUPPORT,"[0.17473219595450457, 0.19925767480220904, 0.6260101292432864]",SUPPORT,['open'],no_known_conflict;overlap:1.000,['open'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_078_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.13006792053883914, 0.11620472891053835, 0.7537273505506225]",SUPPORT,"[0.13006792053883914, 0.11620472891053835, 0.7537273505506225]",SUPPORT,"['direct', 'select']",no_known_conflict;overlap:1.000,"['direct', 'select']",SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_079_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.2084561760153666, 0.3231973753453866, 0.4683464486392469]",SUPPORT,"[0.2084561760153666, 0.3231973753453866, 0.4683464486392469]",SUPPORT,['select'],no_known_conflict;overlap:1.000,['select'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_114_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.15124560078586347, 0.1462151026523904, 0.7025392965617462]",SUPPORT,"[0.15124560078586347, 0.1462151026523904, 0.7025392965617462]",SUPPORT,['approve'],no_known_conflict;overlap:1.000,['approve'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_052_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.17945874806992698, 0.21374995790421714, 0.606791294025856]",SUPPORT,"[0.17945874806992698, 0.21374995790421714, 0.606791294025856]",SUPPORT,['approve'],no_known_conflict;overlap:1.000,['approve'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_150_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.13797560437005466, 0.12375929298817585, 0.7382651026417695]",SUPPORT,"[0.13797560437005466, 0.12375929298817585, 0.7382651026417695]",SUPPORT,['open'],no_known_conflict;overlap:1.000,['open'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_050_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.22746373847343096, 0.45046934780661185, 0.32206691371995727]",NOT_ENTITLED,"[0.22746373847343096, 0.45046934780661185, 0.32206691371995727]",NOT_ENTITLED,[],no_known_conflict;overlap:1.000,[],SUPPORT,stage15_surface_control__stage14_surface_distractor__solar_farm_contract_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.18502171889012212, 0.23302777806007202, 0.5819505030498059]",SUPPORT,"[0.18502171889012212, 0.23302777806007202, 0.5819505030498059]",SUPPORT,['inspect'],no_known_conflict;overlap:1.000,['inspect'],SUPPORT,stage15_surface_control__stage14_surface_distractor__dam_inspection_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.17462878378458116, 0.20351712682741124, 0.6218540893880076]",SUPPORT,"[0.17462878378458116, 0.20351712682741124, 0.6218540893880076]",SUPPORT,"['direct', 'select']",no_known_conflict;overlap:1.000,"['direct', 'select']",SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_037_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.16361642398736334, 0.17882582969511573, 0.657557746317521]",SUPPORT,"[0.16361642398736334, 0.17882582969511573, 0.657557746317521]",SUPPORT,['deliver'],no_known_conflict;overlap:1.000,['deliver'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_098_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.16014761984128328, 0.1692538236192789, 0.6705985565394378]",SUPPORT,"[0.16014761984128328, 0.1692538236192789, 0.6705985565394378]",SUPPORT,['restore'],no_known_conflict;overlap:1.000,['restore'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_054_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.1643690393402112, 0.17399255153570092, 0.6616384091240879]",SUPPORT,"[0.1643690393402112, 0.17399255153570092, 0.6616384091240879]",SUPPORT,['publish'],no_known_conflict;overlap:1.000,['publish'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_062_none__probe,,lexical_predicate,0,1,1.25,calibration,surface_control
"[0.1414362362241184, 0.1281040627971897, 0.7304597009786918]",SUPPORT,"[0.1414362362241184, 0.1281040627971897, 0.7304597009786918]",SUPPORT,['open'],no_known_conflict;overlap:1.000,['open'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_092_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.18821747881498158, 0.24605968961208596, 0.5657228315729325]",SUPPORT,"[0.18821747881498158, 0.24605968961208596, 0.5657228315729325]",SUPPORT,['publish'],no_known_conflict;overlap:1.000,['publish'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_118_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.1131491156391668, 0.08737269919175952, 0.7994781851690738]",SUPPORT,"[0.1131491156391668, 0.08737269919175952, 0.7994781851690738]",SUPPORT,"['direct', 'release']",no_known_conflict;overlap:1.000,"['direct', 'release']",SUPPORT,stage15_surface_control__stage14_surface_distractor__archive_release_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.1403265553615524, 0.1285540721251347, 0.7311193725133129]",SUPPORT,"[0.1403265553615524, 0.1285540721251347, 0.7311193725133129]",SUPPORT,['restore'],no_known_conflict;overlap:1.000,['restore'],SUPPORT,stage15_surface_control__stage14_surface_distractor__generated_fact_040_none__probe,,lexical_predicate,0,1,1.25,heldout,surface_control
"[0.21942288846637478, 0.5618461286746542, 0.21873098285897102]",NOT_ENTITLED,"[0.21942288846637478, 0.5618461286746542, 0.21873098285897102]",NOT_ENTITLED,['open'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_141_evidence_deletion__probe,,lexical_predicate,0,1,1.25,heldout,sufficiency_control
"[0.21868337364966606, 0.5627310788224477, 0.21858554752788623]",NOT_ENTITLED,"[0.21868337364966606, 0.5627310788224477, 0.21858554752788623]",NOT_ENTITLED,['select'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_093_evidence_truncation__probe,,lexical_predicate,0,1,1.25,calibration,sufficiency_control
"[0.22003227144431664, 0.5608946001396388, 0.2190731284160446]",NOT_ENTITLED,"[0.22003227144431664, 0.5608946001396388, 0.2190731284160446]",NOT_ENTITLED,['launch'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_200_evidence_deletion__probe,,lexical_predicate,0,1,1.25,calibration,sufficiency_control
"[0.21937501430511475, 0.5606755614280701, 0.21994942426681519]",NOT_ENTITLED,"[0.21937501430511475, 0.5606755614280701, 0.21994942426681519]",NOT_ENTITLED,[],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__treaty_signature_evidence_truncation__probe,,lexical_predicate,0,1,1.25,calibration,sufficiency_control
"[0.21861110627651217, 0.5628336668014526, 0.2185552269220352]",NOT_ENTITLED,"[0.21861110627651217, 0.5628336668014526, 0.2185552269220352]",NOT_ENTITLED,['approve'],low_overlap:0.500,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_248_evidence_truncation__probe,,lexical_predicate,0,1,1.25,calibration,sufficiency_control
"[0.21888140170099438, 0.5622893655641282, 0.21882923273487737]",NOT_ENTITLED,"[0.21888140170099438, 0.5622893655641282, 0.21882923273487737]",NOT_ENTITLED,['approve'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_276_evidence_truncation__probe,,lexical_predicate,0,1,1.25,calibration,sufficiency_control
"[0.219430074095726, 0.5616032481193544, 0.21896667778491974]",NOT_ENTITLED,"[0.219430074095726, 0.5616032481193544, 0.21896667778491974]",NOT_ENTITLED,"['approve', 'direct']",low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_283_evidence_deletion__probe,,lexical_predicate,0,1,1.25,heldout,sufficiency_control
"[0.2191391256579887, 0.5612631952574373, 0.21959767908457398]",NOT_ENTITLED,"[0.2191391256579887, 0.5612631952574373, 0.21959767908457398]",NOT_ENTITLED,[],low_overlap:0.500,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__museum_purchase_evidence_truncation__probe,,lexical_predicate,0,1,1.25,heldout,sufficiency_control
"[0.2198334667061786, 0.5611442411116397, 0.2190222921821817]",NOT_ENTITLED,"[0.2198334667061786, 0.5611442411116397, 0.2190222921821817]",NOT_ENTITLED,['publish'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_209_evidence_deletion__probe,,lexical_predicate,0,1,1.25,heldout,sufficiency_control
"[0.21921759007029504, 0.5620126295689531, 0.21876978036075176]",NOT_ENTITLED,"[0.21921759007029504, 0.5620126295689531, 0.21876978036075176]",NOT_ENTITLED,['open'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_064_evidence_deletion__probe,,lexical_predicate,0,1,1.25,heldout,sufficiency_control
"[0.2188307675545032, 0.5624573314556082, 0.2187119009898886]",NOT_ENTITLED,"[0.2188307675545032, 0.5624573314556082, 0.2187119009898886]",NOT_ENTITLED,"['direct', 'launch']",low_overlap:0.600,['direct'],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_109_evidence_truncation__probe,,lexical_predicate,0,1,1.25,calibration,sufficiency_control
